"ID","context_id","context_title","context_length","context","question","answer","start position","question type"
"232","28","Menjelang Kelahiran Islam di Hijaz (3)","1448","Lahirnya Nabi Muhammad saw memberikan nuansa baru terhadap peradaban bangsa Arab. Nabi Muhammad memiliki misi mulia, yaitu menuntun manusia kepada jalan kebenaran dan kebahagiaan. Kelahiran Nabi Muhammad saw juga berpengaruh terhadap nilai-nilai moral masyarakat Arab, yang dulu biadab menjadi beradab. Pengaruh yang besar dari kelahiran nabi Muhammad saw pada akhirnya membawa implikasi pada kemajuan bangsa Arab, baik di bidang politik, sosial, maupun ekonomi. Risalah yang dibawa oleh nabi Muhammad adalah risalah Islam. Allah swt menurunkan Al-Qur'an kepada nabi Muhammad saw sebagai pedoman dalam menjalani hidup. Nilai-nilai yang terkandung dalam al-Qur'an inilah yang nabi sebarkan serta terapkan dalam kehidupan masyarakat Arab. Tidak dapat dipungkiri bahwa kelahiran Nabi Muhammad saw telah membawa bangsa Arab pada peradaban baru; peradaban yang penuh dengan tinta emas, jauh dari penindasan dan pelecehan. Nabi Muhammad saw mampu menuntun masyarakat Arab untuk kembali kepada jalan Allah dan taat terhadapnya. Dari potret sosial-politik inilah Islam lahir sebagai agama damai dan berkeadilan. Islam menjadi komoditas baru dalam interaksi sosial masyarakat Arab. Peradaban Islam lambat laun merubah keyakinan bangsa Arab terhadap paganisme. Kepercayaan bangsa Arab terhadap berhala dan patung lambat laun ditinggalkan. Zaman kejahiliyahan pun bertransformasi menjadi zaman kemegahan, Dimana bangsa Arab mampu bangkit dan menguasai dunia.","Bidang apa yang menjadi maju setelah kelahiran Nabi Muhammad?","bidang politik, sosial, maupun ekonomi","423","what"
"233","28","Menjelang Kelahiran Islam di Hijaz (3)","1448","Lahirnya Nabi Muhammad saw memberikan nuansa baru terhadap peradaban bangsa Arab. Nabi Muhammad memiliki misi mulia, yaitu menuntun manusia kepada jalan kebenaran dan kebahagiaan. Kelahiran Nabi Muhammad saw juga berpengaruh terhadap nilai-nilai moral masyarakat Arab, yang dulu biadab menjadi beradab. Pengaruh yang besar dari kelahiran nabi Muhammad saw pada akhirnya membawa implikasi pada kemajuan bangsa Arab, baik di bidang politik, sosial, maupun ekonomi. Risalah yang dibawa oleh nabi Muhammad adalah risalah Islam. Allah swt menurunkan Al-Qur'an kepada nabi Muhammad saw sebagai pedoman dalam menjalani hidup. Nilai-nilai yang terkandung dalam al-Qur'an inilah yang nabi sebarkan serta terapkan dalam kehidupan masyarakat Arab. Tidak dapat dipungkiri bahwa kelahiran Nabi Muhammad saw telah membawa bangsa Arab pada peradaban baru; peradaban yang penuh dengan tinta emas, jauh dari penindasan dan pelecehan. Nabi Muhammad saw mampu menuntun masyarakat Arab untuk kembali kepada jalan Allah dan taat terhadapnya. Dari potret sosial-politik inilah Islam lahir sebagai agama damai dan berkeadilan. Islam menjadi komoditas baru dalam interaksi sosial masyarakat Arab. Peradaban Islam lambat laun merubah keyakinan bangsa Arab terhadap paganisme. Kepercayaan bangsa Arab terhadap berhala dan patung lambat laun ditinggalkan. Zaman kejahiliyahan pun bertransformasi menjadi zaman kemegahan, Dimana bangsa Arab mampu bangkit dan menguasai dunia.","Apa yang terkandung dalam Al-Qur'an dan disebarluaskan oleh Nabi Muhammad dalam kehidupan masyarakat Arab?","pedoman dalam menjalani hidup","588","what"
"234","28","Menjelang Kelahiran Islam di Hijaz (3)","1448","Lahirnya Nabi Muhammad saw memberikan nuansa baru terhadap peradaban bangsa Arab. Nabi Muhammad memiliki misi mulia, yaitu menuntun manusia kepada jalan kebenaran dan kebahagiaan. Kelahiran Nabi Muhammad saw juga berpengaruh terhadap nilai-nilai moral masyarakat Arab, yang dulu biadab menjadi beradab. Pengaruh yang besar dari kelahiran nabi Muhammad saw pada akhirnya membawa implikasi pada kemajuan bangsa Arab, baik di bidang politik, sosial, maupun ekonomi. Risalah yang dibawa oleh nabi Muhammad adalah risalah Islam. Allah swt menurunkan Al-Qur'an kepada nabi Muhammad saw sebagai pedoman dalam menjalani hidup. Nilai-nilai yang terkandung dalam al-Qur'an inilah yang nabi sebarkan serta terapkan dalam kehidupan masyarakat Arab. Tidak dapat dipungkiri bahwa kelahiran Nabi Muhammad saw telah membawa bangsa Arab pada peradaban baru; peradaban yang penuh dengan tinta emas, jauh dari penindasan dan pelecehan. Nabi Muhammad saw mampu menuntun masyarakat Arab untuk kembali kepada jalan Allah dan taat terhadapnya. Dari potret sosial-politik inilah Islam lahir sebagai agama damai dan berkeadilan. Islam menjadi komoditas baru dalam interaksi sosial masyarakat Arab. Peradaban Islam lambat laun merubah keyakinan bangsa Arab terhadap paganisme. Kepercayaan bangsa Arab terhadap berhala dan patung lambat laun ditinggalkan. Zaman kejahiliyahan pun bertransformasi menjadi zaman kemegahan, Dimana bangsa Arab mampu bangkit dan menguasai dunia.","Apa yang membuat peradaban bangsa Arab menjadi berkeadilan setelah kelahiran Nabi Muhammad?","Islam","1055","what"
"235","28","Menjelang Kelahiran Islam di Hijaz (3)","1448","Lahirnya Nabi Muhammad saw memberikan nuansa baru terhadap peradaban bangsa Arab. Nabi Muhammad memiliki misi mulia, yaitu menuntun manusia kepada jalan kebenaran dan kebahagiaan. Kelahiran Nabi Muhammad saw juga berpengaruh terhadap nilai-nilai moral masyarakat Arab, yang dulu biadab menjadi beradab. Pengaruh yang besar dari kelahiran nabi Muhammad saw pada akhirnya membawa implikasi pada kemajuan bangsa Arab, baik di bidang politik, sosial, maupun ekonomi. Risalah yang dibawa oleh nabi Muhammad adalah risalah Islam. Allah swt menurunkan Al-Qur'an kepada nabi Muhammad saw sebagai pedoman dalam menjalani hidup. Nilai-nilai yang terkandung dalam al-Qur'an inilah yang nabi sebarkan serta terapkan dalam kehidupan masyarakat Arab. Tidak dapat dipungkiri bahwa kelahiran Nabi Muhammad saw telah membawa bangsa Arab pada peradaban baru; peradaban yang penuh dengan tinta emas, jauh dari penindasan dan pelecehan. Nabi Muhammad saw mampu menuntun masyarakat Arab untuk kembali kepada jalan Allah dan taat terhadapnya. Dari potret sosial-politik inilah Islam lahir sebagai agama damai dan berkeadilan. Islam menjadi komoditas baru dalam interaksi sosial masyarakat Arab. Peradaban Islam lambat laun merubah keyakinan bangsa Arab terhadap paganisme. Kepercayaan bangsa Arab terhadap berhala dan patung lambat laun ditinggalkan. Zaman kejahiliyahan pun bertransformasi menjadi zaman kemegahan, Dimana bangsa Arab mampu bangkit dan menguasai dunia.","Siapakah yang menurunkan Al-Qur'an kepada Nabi Muhammad?","Allah swt","524","who"
"236","28","Menjelang Kelahiran Islam di Hijaz (3)","1448","Lahirnya Nabi Muhammad saw memberikan nuansa baru terhadap peradaban bangsa Arab. Nabi Muhammad memiliki misi mulia, yaitu menuntun manusia kepada jalan kebenaran dan kebahagiaan. Kelahiran Nabi Muhammad saw juga berpengaruh terhadap nilai-nilai moral masyarakat Arab, yang dulu biadab menjadi beradab. Pengaruh yang besar dari kelahiran nabi Muhammad saw pada akhirnya membawa implikasi pada kemajuan bangsa Arab, baik di bidang politik, sosial, maupun ekonomi. Risalah yang dibawa oleh nabi Muhammad adalah risalah Islam. Allah swt menurunkan Al-Qur'an kepada nabi Muhammad saw sebagai pedoman dalam menjalani hidup. Nilai-nilai yang terkandung dalam al-Qur'an inilah yang nabi sebarkan serta terapkan dalam kehidupan masyarakat Arab. Tidak dapat dipungkiri bahwa kelahiran Nabi Muhammad saw telah membawa bangsa Arab pada peradaban baru; peradaban yang penuh dengan tinta emas, jauh dari penindasan dan pelecehan. Nabi Muhammad saw mampu menuntun masyarakat Arab untuk kembali kepada jalan Allah dan taat terhadapnya. Dari potret sosial-politik inilah Islam lahir sebagai agama damai dan berkeadilan. Islam menjadi komoditas baru dalam interaksi sosial masyarakat Arab. Peradaban Islam lambat laun merubah keyakinan bangsa Arab terhadap paganisme. Kepercayaan bangsa Arab terhadap berhala dan patung lambat laun ditinggalkan. Zaman kejahiliyahan pun bertransformasi menjadi zaman kemegahan, Dimana bangsa Arab mampu bangkit dan menguasai dunia.","Apa yang terjadi pada zaman kejahiliyahan setelah Islam hadir?","bertransformasi menjadi zaman kemegahan","1353","what"
"237","29","Menjelang Kelahiran Islam di Hijaz (4)","1796","Ketiga, hegemoni Arab Islam. Setelah Islam lahir, bangsa Arab menjelma menjadi bangsa yang hebat, kuat dan tangguh dalam peradaban. Bangsa Arab di era Islam, memiliki semangat yang membara untuk menaklukan dunia. Hal ini dapat dianalisis sebagai sebuah era transisi dari masa jahiliyah ke masa keemasan. Bangsa Arab sebelum Islam, hidup dalam ambang batas kesengsaraan dan ketidakmampuan untuk mengolah sumber-sumber pokok kehidupan. Banyak terjadi peperangan, permusuhan dan jauh dari nilai-nilai kemanusiaan. Hal inilah yang menyebabkan bangsa Arab stagnan pada peradaban. Islam datang dengan membawa semangat baru, ide baru, konsep baru, serta pengetahuan baru. Islam adalah agama yang damai, Islam mengajarkan tentang persatuan dan kesatuan. Islam adalah agama yang menjauhi permusushan dan menerapkan konsep masyarakat yang berkeadilan. Atas dasar inilah bangsa Arab bisa maju dan berkembang dibawah kendali Islam. Bangsa Arab mencapai sebuah peradaban hebat dengan menguasai tiga benua dilatarbelakangi oleh beberapa hal. Pertama, sebelum Islam datang bangsa Arab dikenal sebagai bangsa yang kuat dan memiliki watak yang keras. Dengan kultur seperti itu, bangsa Arab diyakini mampu untuk melawan dan menaklukan dunia. Kedua, solidaritas dan loyalitas yang tinggi terhadap kelompok atau kaum. Ketiga konsep dan pengetahuan yang terdapat dalam Islam sebagai acuan. Dalam perkembangannya, bangsa Arab Islam mampu menjadi sebuah peradaban baru yang kuat dan mapan. Bukan hanya dibidang politik, tapi juga merambah pada bidang ilmu pengetahuan dan seni. Kejayaan Arab Islam terjadi ketika berada dibawah kekuasaan Dinasti Umayyah, kemudian dilanjut Dinasti Abbasiyah. Dari dua dinasti inilah kekuasaan Arab Islam mampu mencapai puncak kejayaan, yang kekuasaannya meliputi Eropa, Afrika dan Asia.","Daerah apa saja yang dikuasai pada masa puncak kejayaan Islam?","Eropa, Afrika dan Asia","1773","what"
"238","29","Menjelang Kelahiran Islam di Hijaz (4)","1796","Ketiga, hegemoni Arab Islam. Setelah Islam lahir, bangsa Arab menjelma menjadi bangsa yang hebat, kuat dan tangguh dalam peradaban. Bangsa Arab di era Islam, memiliki semangat yang membara untuk menaklukan dunia. Hal ini dapat dianalisis sebagai sebuah era transisi dari masa jahiliyah ke masa keemasan. Bangsa Arab sebelum Islam, hidup dalam ambang batas kesengsaraan dan ketidakmampuan untuk mengolah sumber-sumber pokok kehidupan. Banyak terjadi peperangan, permusuhan dan jauh dari nilai-nilai kemanusiaan. Hal inilah yang menyebabkan bangsa Arab stagnan pada peradaban. Islam datang dengan membawa semangat baru, ide baru, konsep baru, serta pengetahuan baru. Islam adalah agama yang damai, Islam mengajarkan tentang persatuan dan kesatuan. Islam adalah agama yang menjauhi permusushan dan menerapkan konsep masyarakat yang berkeadilan. Atas dasar inilah bangsa Arab bisa maju dan berkembang dibawah kendali Islam. Bangsa Arab mencapai sebuah peradaban hebat dengan menguasai tiga benua dilatarbelakangi oleh beberapa hal. Pertama, sebelum Islam datang bangsa Arab dikenal sebagai bangsa yang kuat dan memiliki watak yang keras. Dengan kultur seperti itu, bangsa Arab diyakini mampu untuk melawan dan menaklukan dunia. Kedua, solidaritas dan loyalitas yang tinggi terhadap kelompok atau kaum. Ketiga konsep dan pengetahuan yang terdapat dalam Islam sebagai acuan. Dalam perkembangannya, bangsa Arab Islam mampu menjadi sebuah peradaban baru yang kuat dan mapan. Bukan hanya dibidang politik, tapi juga merambah pada bidang ilmu pengetahuan dan seni. Kejayaan Arab Islam terjadi ketika berada dibawah kekuasaan Dinasti Umayyah, kemudian dilanjut Dinasti Abbasiyah. Dari dua dinasti inilah kekuasaan Arab Islam mampu mencapai puncak kejayaan, yang kekuasaannya meliputi Eropa, Afrika dan Asia.","Setelah terjadi banyak perang, sesuatu datang untuk membawa semangat, ide, konsep, serta pengetahuan baru, siapakah itu?","Islam","575","who"
"239","29","Menjelang Kelahiran Islam di Hijaz (4)","1796","Ketiga, hegemoni Arab Islam. Setelah Islam lahir, bangsa Arab menjelma menjadi bangsa yang hebat, kuat dan tangguh dalam peradaban. Bangsa Arab di era Islam, memiliki semangat yang membara untuk menaklukan dunia. Hal ini dapat dianalisis sebagai sebuah era transisi dari masa jahiliyah ke masa keemasan. Bangsa Arab sebelum Islam, hidup dalam ambang batas kesengsaraan dan ketidakmampuan untuk mengolah sumber-sumber pokok kehidupan. Banyak terjadi peperangan, permusuhan dan jauh dari nilai-nilai kemanusiaan. Hal inilah yang menyebabkan bangsa Arab stagnan pada peradaban. Islam datang dengan membawa semangat baru, ide baru, konsep baru, serta pengetahuan baru. Islam adalah agama yang damai, Islam mengajarkan tentang persatuan dan kesatuan. Islam adalah agama yang menjauhi permusushan dan menerapkan konsep masyarakat yang berkeadilan. Atas dasar inilah bangsa Arab bisa maju dan berkembang dibawah kendali Islam. Bangsa Arab mencapai sebuah peradaban hebat dengan menguasai tiga benua dilatarbelakangi oleh beberapa hal. Pertama, sebelum Islam datang bangsa Arab dikenal sebagai bangsa yang kuat dan memiliki watak yang keras. Dengan kultur seperti itu, bangsa Arab diyakini mampu untuk melawan dan menaklukan dunia. Kedua, solidaritas dan loyalitas yang tinggi terhadap kelompok atau kaum. Ketiga konsep dan pengetahuan yang terdapat dalam Islam sebagai acuan. Dalam perkembangannya, bangsa Arab Islam mampu menjadi sebuah peradaban baru yang kuat dan mapan. Bukan hanya dibidang politik, tapi juga merambah pada bidang ilmu pengetahuan dan seni. Kejayaan Arab Islam terjadi ketika berada dibawah kekuasaan Dinasti Umayyah, kemudian dilanjut Dinasti Abbasiyah. Dari dua dinasti inilah kekuasaan Arab Islam mampu mencapai puncak kejayaan, yang kekuasaannya meliputi Eropa, Afrika dan Asia.","Siapa yang melanjutkan Dinasti Umayyah?","Dinasti Abbasiyah","1650","who"
"240","29","Menjelang Kelahiran Islam di Hijaz (4)","1796","Ketiga, hegemoni Arab Islam. Setelah Islam lahir, bangsa Arab menjelma menjadi bangsa yang hebat, kuat dan tangguh dalam peradaban. Bangsa Arab di era Islam, memiliki semangat yang membara untuk menaklukan dunia. Hal ini dapat dianalisis sebagai sebuah era transisi dari masa jahiliyah ke masa keemasan. Bangsa Arab sebelum Islam, hidup dalam ambang batas kesengsaraan dan ketidakmampuan untuk mengolah sumber-sumber pokok kehidupan. Banyak terjadi peperangan, permusuhan dan jauh dari nilai-nilai kemanusiaan. Hal inilah yang menyebabkan bangsa Arab stagnan pada peradaban. Islam datang dengan membawa semangat baru, ide baru, konsep baru, serta pengetahuan baru. Islam adalah agama yang damai, Islam mengajarkan tentang persatuan dan kesatuan. Islam adalah agama yang menjauhi permusushan dan menerapkan konsep masyarakat yang berkeadilan. Atas dasar inilah bangsa Arab bisa maju dan berkembang dibawah kendali Islam. Bangsa Arab mencapai sebuah peradaban hebat dengan menguasai tiga benua dilatarbelakangi oleh beberapa hal. Pertama, sebelum Islam datang bangsa Arab dikenal sebagai bangsa yang kuat dan memiliki watak yang keras. Dengan kultur seperti itu, bangsa Arab diyakini mampu untuk melawan dan menaklukan dunia. Kedua, solidaritas dan loyalitas yang tinggi terhadap kelompok atau kaum. Ketiga konsep dan pengetahuan yang terdapat dalam Islam sebagai acuan. Dalam perkembangannya, bangsa Arab Islam mampu menjadi sebuah peradaban baru yang kuat dan mapan. Bukan hanya dibidang politik, tapi juga merambah pada bidang ilmu pengetahuan dan seni. Kejayaan Arab Islam terjadi ketika berada dibawah kekuasaan Dinasti Umayyah, kemudian dilanjut Dinasti Abbasiyah. Dari dua dinasti inilah kekuasaan Arab Islam mampu mencapai puncak kejayaan, yang kekuasaannya meliputi Eropa, Afrika dan Asia.","Dinasti apa yang membawa kejayaan Arab Islam?","Dinasti Umayyah","1615","what"
"241","29","Menjelang Kelahiran Islam di Hijaz (4)","1796","Ketiga, hegemoni Arab Islam. Setelah Islam lahir, bangsa Arab menjelma menjadi bangsa yang hebat, kuat dan tangguh dalam peradaban. Bangsa Arab di era Islam, memiliki semangat yang membara untuk menaklukan dunia. Hal ini dapat dianalisis sebagai sebuah era transisi dari masa jahiliyah ke masa keemasan. Bangsa Arab sebelum Islam, hidup dalam ambang batas kesengsaraan dan ketidakmampuan untuk mengolah sumber-sumber pokok kehidupan. Banyak terjadi peperangan, permusuhan dan jauh dari nilai-nilai kemanusiaan. Hal inilah yang menyebabkan bangsa Arab stagnan pada peradaban. Islam datang dengan membawa semangat baru, ide baru, konsep baru, serta pengetahuan baru. Islam adalah agama yang damai, Islam mengajarkan tentang persatuan dan kesatuan. Islam adalah agama yang menjauhi permusushan dan menerapkan konsep masyarakat yang berkeadilan. Atas dasar inilah bangsa Arab bisa maju dan berkembang dibawah kendali Islam. Bangsa Arab mencapai sebuah peradaban hebat dengan menguasai tiga benua dilatarbelakangi oleh beberapa hal. Pertama, sebelum Islam datang bangsa Arab dikenal sebagai bangsa yang kuat dan memiliki watak yang keras. Dengan kultur seperti itu, bangsa Arab diyakini mampu untuk melawan dan menaklukan dunia. Kedua, solidaritas dan loyalitas yang tinggi terhadap kelompok atau kaum. Ketiga konsep dan pengetahuan yang terdapat dalam Islam sebagai acuan. Dalam perkembangannya, bangsa Arab Islam mampu menjadi sebuah peradaban baru yang kuat dan mapan. Bukan hanya dibidang politik, tapi juga merambah pada bidang ilmu pengetahuan dan seni. Kejayaan Arab Islam terjadi ketika berada dibawah kekuasaan Dinasti Umayyah, kemudian dilanjut Dinasti Abbasiyah. Dari dua dinasti inilah kekuasaan Arab Islam mampu mencapai puncak kejayaan, yang kekuasaannya meliputi Eropa, Afrika dan Asia.","Siapa yang memasuki masa keemasan dan memiliki semangat yang membara untuk menaklukan dunia?","bangsa Arab","50","who"
"242","30","Kebangkitan Bangsa Arab (1)","1904","Bangsa Arab merupakan bangsa yang besar dan memiliki kemampuan hebat, baik dalam bidang seni, sastra, maupun strategi perang. Maka tak heran jika bangsa Arab mampu menjadi penguasa di dunia selama berabad-abad lamanya. Namun kehebatan bangsa Arab tersebut seakan luput dari perhatian dan kajian di era modern ini. Malah yang menjadi sorotan dan perbincangan dari bangsa Arab adalah kejelekan dan kejahiliyahannya. Sungguh tidak etis jika yang diketahui dunia hanya tentang kejelekan dan kejahiliyahannya saja. Bangsa Arab juga dikenal sebagai penakluk dunia. Kekuasaannya membentang dari lautan Atlantik hingga perbatasan Cina. Ini merupakan wilayah kekuasaan terbesar dalam sejarah dunia, melebihi kekuasaan kerajaan Romawi pada masa kejayaannya. Selain menguasai wilayah, bangsa Arab juga menguasai ajaran, bahasa, literatur, dan sejarah warisan dari penguasa terdahulunya, seperti Romawi, Persia, dan Yunani. Banyak buku-buku atau literatur yang dialihbahasakan ke dalam bahasa Arab. Hal inilah yang menjadikan bangsa Arab mampu bertahan menjadi penguasa dunia, hingga berabad-abad lamanya. Bangsa Arab bukan hanya membangun kerajaan, mereka juga membangun peradaban dan kebudayaan. Mereka menyerap beberapa unsur kebudayaan Romawi, Persia dan Yunani. Mereka juga sebagai pembawa gerakan intelektual ke Eropa pada abad pertengahan yang memicu kebangkitan dunia Barat pada waktu itu. Gerakan intelektual tersebut memberikan kontribusi yang sangat besar bagi manusia. Tidak ada gerakan besar lain yang bisa memberikan kontribusi besar bagi kehidupan manusia di dunia selain bangsa Arab. Setidaknya ada beberapa tahapan sebelum bangsa Arab mampu menjadi penakluk dunia. Tahapan-tahapan tersebut dilalui secara perlahan dan struktural.. Sederhananya, bangsa Arab mampu membaur dengan bangsa lain, termasuk penguasa, sehingga mempermudah mereka mendirikan kerajaan-kerajaan kecil dibawah naungan penguasa. ","Apa saja yang dikuasai oleh Bangsa Arab selain wilayah?","bahasa, literatur, dan sejarah","809","what"
"243","30","Kebangkitan Bangsa Arab (1)","1904","Bangsa Arab merupakan bangsa yang besar dan memiliki kemampuan hebat, baik dalam bidang seni, sastra, maupun strategi perang. Maka tak heran jika bangsa Arab mampu menjadi penguasa di dunia selama berabad-abad lamanya. Namun kehebatan bangsa Arab tersebut seakan luput dari perhatian dan kajian di era modern ini. Malah yang menjadi sorotan dan perbincangan dari bangsa Arab adalah kejelekan dan kejahiliyahannya. Sungguh tidak etis jika yang diketahui dunia hanya tentang kejelekan dan kejahiliyahannya saja. Bangsa Arab juga dikenal sebagai penakluk dunia. Kekuasaannya membentang dari lautan Atlantik hingga perbatasan Cina. Ini merupakan wilayah kekuasaan terbesar dalam sejarah dunia, melebihi kekuasaan kerajaan Romawi pada masa kejayaannya. Selain menguasai wilayah, bangsa Arab juga menguasai ajaran, bahasa, literatur, dan sejarah warisan dari penguasa terdahulunya, seperti Romawi, Persia, dan Yunani. Banyak buku-buku atau literatur yang dialihbahasakan ke dalam bahasa Arab. Hal inilah yang menjadikan bangsa Arab mampu bertahan menjadi penguasa dunia, hingga berabad-abad lamanya. Bangsa Arab bukan hanya membangun kerajaan, mereka juga membangun peradaban dan kebudayaan. Mereka menyerap beberapa unsur kebudayaan Romawi, Persia dan Yunani. Mereka juga sebagai pembawa gerakan intelektual ke Eropa pada abad pertengahan yang memicu kebangkitan dunia Barat pada waktu itu. Gerakan intelektual tersebut memberikan kontribusi yang sangat besar bagi manusia. Tidak ada gerakan besar lain yang bisa memberikan kontribusi besar bagi kehidupan manusia di dunia selain bangsa Arab. Setidaknya ada beberapa tahapan sebelum bangsa Arab mampu menjadi penakluk dunia. Tahapan-tahapan tersebut dilalui secara perlahan dan struktural.. Sederhananya, bangsa Arab mampu membaur dengan bangsa lain, termasuk penguasa, sehingga mempermudah mereka mendirikan kerajaan-kerajaan kecil dibawah naungan penguasa. ","Apa yang membuat Bangsa Arab dikenal sebagai penakluk dunia?","Kekuasaannya membentang dari lautan Atlantik hingga perbatasan Cina","559","what"
"244","31","Kebangkitan Bangsa Arab (2)","1979","Seperti yang sudah disinggung pada pembahasan sebelumnya, bahwa bangsa Arab terdiri dari beberapa klan atau kabilah, Dimana antara satu kabilah dengan kabilah lain saling bermusuhan. Bangsa Arab memiliki watak yang keras dan susah untuk diatur. Selain itu, nampaknya faktor geografis juga turut memengaruhi bangsa Arab yang hidup dalam kejumudan. Seperti diketahui dalam literatur sejarah, bahwa Jazirah Arab—tempat bangsa Arab tinggal merupakan tanah yang tandus dan gersang. Keadaan seperti itu memaksa bangsa Arab untuk hidup kasar dan keras. Ali (1968) mengungkapkan enam hal yang perlu diperhatikan dalam melihat konteks sejarah bangsa Arab. Pertama, penyebab minimnya angin sejuk di Jazirah Arab. Kedua, tidak adanya asosiasi peradaban dan pemerintahan yang berkembang menjadi asosiasi yang besar. Ketiga, besarnya dominasi karakter Badui pada penduduk Jazirah Arab. Keempat, semangat individualisme yang tinggi pada pribadi penduduknya. Kelima, adanya permusuhan antara kabilah satu dengan kabilah lainnya. Keenam ketidakmauan penduduknya untuk memilih bidang pertanian dan kerajinan. Jika dianalisis, keenam komponen tersebut merupakan faktor yang menyebabkan bangsa Arab tidak bisa berkembang dengan peradabannya sendiri. Dalam hal ini, bangsa Arab memerlukan dukungan kuat dari pihak luar untuk membangun dan mengembangkan pemerintahannya. Bangsa Arab membutuhkan teknologi untuk mengolah sumber daya alamnya yang tandus dan gersang. Mereka membutuhkan tanah yang subur dengan berbagai tumbuh-tumbuhan dan buah-buahan. Namun hal itu tidak bisa mereka realisasikan sendiri, melainkan harus dengan bantuan dari bangsa lain yang lebih maju peradabannya, seperti Romawi dan Persia. Faktor geografis nampaknya menjadi salah satu kendala bangsa Arab untuk maju. Namun sebenarnya, tidak semua tanah yang berada di Jazirah Arab itu tandus, ada sebagian tanah yang subur dan melimpah sumber airnya, seperti di kawasan lembah al-Ramah yang berada di wilayah dataran tinggi Najd.","Apa faktor yang memengaruhi bangsa Arab hidup dalam kejumudan?","tanah yang tandus dan gersang","446","what"
"245","31","Kebangkitan Bangsa Arab (2)","1979","Seperti yang sudah disinggung pada pembahasan sebelumnya, bahwa bangsa Arab terdiri dari beberapa klan atau kabilah, Dimana antara satu kabilah dengan kabilah lain saling bermusuhan. Bangsa Arab memiliki watak yang keras dan susah untuk diatur. Selain itu, nampaknya faktor geografis juga turut memengaruhi bangsa Arab yang hidup dalam kejumudan. Seperti diketahui dalam literatur sejarah, bahwa Jazirah Arab—tempat bangsa Arab tinggal merupakan tanah yang tandus dan gersang. Keadaan seperti itu memaksa bangsa Arab untuk hidup kasar dan keras. Ali (1968) mengungkapkan enam hal yang perlu diperhatikan dalam melihat konteks sejarah bangsa Arab. Pertama, penyebab minimnya angin sejuk di Jazirah Arab. Kedua, tidak adanya asosiasi peradaban dan pemerintahan yang berkembang menjadi asosiasi yang besar. Ketiga, besarnya dominasi karakter Badui pada penduduk Jazirah Arab. Keempat, semangat individualisme yang tinggi pada pribadi penduduknya. Kelima, adanya permusuhan antara kabilah satu dengan kabilah lainnya. Keenam ketidakmauan penduduknya untuk memilih bidang pertanian dan kerajinan. Jika dianalisis, keenam komponen tersebut merupakan faktor yang menyebabkan bangsa Arab tidak bisa berkembang dengan peradabannya sendiri. Dalam hal ini, bangsa Arab memerlukan dukungan kuat dari pihak luar untuk membangun dan mengembangkan pemerintahannya. Bangsa Arab membutuhkan teknologi untuk mengolah sumber daya alamnya yang tandus dan gersang. Mereka membutuhkan tanah yang subur dengan berbagai tumbuh-tumbuhan dan buah-buahan. Namun hal itu tidak bisa mereka realisasikan sendiri, melainkan harus dengan bantuan dari bangsa lain yang lebih maju peradabannya, seperti Romawi dan Persia. Faktor geografis nampaknya menjadi salah satu kendala bangsa Arab untuk maju. Namun sebenarnya, tidak semua tanah yang berada di Jazirah Arab itu tandus, ada sebagian tanah yang subur dan melimpah sumber airnya, seperti di kawasan lembah al-Ramah yang berada di wilayah dataran tinggi Najd.","Di Jazirah Arab terdapat tempat yang subur, pada wilayah daerah mana lokasi dari lembah al-Rahmah berada?","dataran tinggi Najd","1958","where"
